T,RH,AH,,,,,,,,,,,,,,
20.2,68.6,1.6034,,,,,,,,,,,,,,
19.3,70.8,1.5728,,,,,,,,,,,,,,
19.2,68.8,1.5097,,,,,,,,,,,,,,
20.4,61.1,1.4495,,,,,,,,,,,,,,
18.0,71.5,1.4615,,,,,,,,,,,,,,
17.5,73.2,1.4515,,,,,,,,,,,,,,
17.2,71.7,1.3940,,,,,,,,,,,,,,
16.4,74.4,1.3779,,,,,,,,,,,,,,
16.8,71.9,1.3628,,,,,,,,,,,,,,
16.9,70.5,1.3504,,,,,,,,,,,,,,
17.0,70.1,1.3512,,,,,,,,,,,,,,
18.8,62.5,1.3401,,,,,,,,,,,,,,
20.3,58.4,1.3745,,,,,,,,,,,,,,
23.7,49.1,1.4230,,,,,,,,,,,,,,
26.6,42.8,1.4713,,,,,,,,,,,,,,
26.2,43.5,1.4591,,,,,,,,,,,,,,
26.3,43.6,1.4663,,,,,,,,,,,,,,
26.6,42.5,1.4568,,,,,,,,,,,,,,
26.3,43.7,1.4718,,,,,,,,,,,,,,
25.6,46.2,1.4903,,,,,,,,,,,,,,
25.1,47.6,1.4983,,,,,,,,,,,,,,
23.8,51.4,1.4956,,,,,,,,,,,,,,
23.3,53.1,1.4960,,,,,,,,,,,,,,
22.4,55.2,1.4735,,,,,,,,,,,,,,
21.7,57.7,1.4766,,,,,,,,,,,,,,
20.5,63.0,1.5043,,,,,,,,,,,,,,
19.5,67.6,1.5156,,,,,,,,,,,,,,
18.7,69.0,1.4727,,,,,,,,,,,,,,
19.3,65.5,1.4500,,,,,,,,,,,,,,
17.6,70.8,1.4105,,,,,,,,,,,,,,
16.8,72.9,1.3851,,,,,,,,,,,,,,
17.8,68.1,1.3722,,,,,,,,,,,,,,
16.1,73.5,1.3329,,,,,,,,,,,,,,
15.8,73.5,1.3151,,,,,,,,,,,,,,
17.0,68.0,1.3102,,,,,,,,,,,,,,
16.0,72.2,1.3077,,,,,,,,,,,,,,
17.8,65.4,1.3213,,,,,,,,,,,,,,
20.6,56.0,1.3467,,,,,,,,,,,,,,
23.6,48.0,1.3757,,,,,,,,,,,,,,
23.7,49.8,1.4433,,,,,,,,,,,,,,
24.7,47.4,1.4527,,,,,,,,,,,,,,
25.9,42.8,1.4122,,,,,,,,,,,,,,
26.8,43.3,1.4977,,,,,,,,,,,,,,
26.6,45.5,1.5555,,,,,,,,,,,,,,
24.8,53.9,1.6683,,,,,,,,,,,,,,
23.1,61.1,1.7082,,,,,,,,,,,,,,
22.2,63.7,1.6865,,,,,,,,,,,,,,
21.1,66.1,1.6313,,,,,,,,,,,,,,
20.0,69.0,1.5956,,,,,,,,,,,,,,
19.1,72.0,1.5732,,,,,,,,,,,,,,
18.8,70.6,1.5209,,,,,,,,,,,,,,
18.5,69.5,1.4657,,,,,,,,,,,,,,
18.4,68.5,1.4390,,,,,,,,,,,,,,
16.8,73.3,1.3915,,,,,,,,,,,,,,
17.9,66.8,1.3596,,,,,,,,,,,,,,
16.5,71.0,1.3239,,,,,,,,,,,,,,
16.9,67.9,1.2950,,,,,,,,,,,,,,
16.1,69.3,1.2591,,,,,,,,,,,,,,
16.1,69.6,1.2593,,,,,,,,,,,,,,
16.2,70.1,1.2837,,,,,,,,,,,,,,
16.5,69.3,1.2897,,,,,,,,,,,,,,
19.6,58.3,1.3141,,,,,,,,,,,,,,
20.7,55.5,1.3414,,,,,,,,,,,,,,
20.8,56.3,1.3664,,,,,,,,,,,,,,
21.7,53.1,1.3649,,,,,,,,,,,,,,
23.0,49.0,1.3620,,,,,,,,,,,,,,
24.2,44.0,1.3078,,,,,,,,,,,,,,
24.7,43.6,1.3396,,,,,,,,,,,,,,
23.0,54.2,1.5066,,,,,,,,,,,,,,
21.4,60.9,1.5322,,,,,,,,,,,,,,
20.3,61.4,1.4417,,,,,,,,,,,,,,
20.0,63.2,1.4581,,,,,,,,,,,,,,
19.1,64.4,1.4050,,,,,,,,,,,,,,
18.1,67.5,1.3855,,,,,,,,,,,,,,
17.8,66.9,1.3464,,,,,,,,,,,,,,
17.6,66.5,1.3249,,,,,,,,,,,,,,
16.1,71.2,1.2948,,,,,,,,,,,,,,
15.5,73.3,1.2845,,,,,,,,,,,,,,
15.4,72.8,1.2633,,,,,,,,,,,,,,
15.6,70.8,1.2461,,,,,,,,,,,,,,
17.0,64.5,1.2374,,,,,,,,,,,,,,
14.9,72.3,1.2186,,,,,,,,,,,,,,
14.0,76.6,1.2183,,,,,,,,,,,,,,
14.6,74.2,1.2256,,,,,,,,,,,,,,
15.9,69.8,1.2530,,,,,,,,,,,,,,
18.4,61.3,1.2854,,,,,,,,,,,,,,
20.0,56.7,1.3078,,,,,,,,,,,,,,
20.4,57.0,1.3507,,,,,,,,,,,,,,
20.7,59.3,1.4283,,,,,,,,,,,,,,
21.7,54.8,1.4024,,,,,,,,,,,,,,
22.0,54.2,1.4096,,,,,,,,,,,,,,
21.4,57.1,1.4356,,,,,,,,,,,,,,
20.8,58.7,1.4259,,,,,,,,,,,,,,
20.1,59.6,1.3852,,,,,,,,,,,,,,
20.0,58.4,1.3473,,,,,,,,,,,,,,
19.5,58.9,1.3195,,,,,,,,,,,,,,
19.5,57.4,1.2874,,,,,,,,,,,,,,
19.1,59.2,1.2950,,,,,,,,,,,,,,
18.8,59.1,1.2702,,,,,,,,,,,,,,
18.0,60.4,1.2331,,,,,,,,,,,,,,
17.5,60.7,1.2009,,,,,,,,,,,,,,
17.5,59.4,1.1768,,,,,,,,,,,,,,
17.1,59.2,1.1477,,,,,,,,,,,,,,
17.0,52.3,1.0009,,,,,,,,,,,,,,
16.1,49.8,0.9021,,,,,,,,,,,,,,
15.5,51.5,0.9026,,,,,,,,,,,,,,
15.1,52.0,0.8878,,,,,,,,,,,,,,
14.9,46.8,0.7885,,,,,,,,,,,,,,
15.5,42.4,0.7400,,,,,,,,,,,,,,
16.6,38.2,0.7186,,,,,,,,,,,,,,
18.0,34.7,0.7089,,,,,,,,,,,,,,
18.0,35.1,0.7176,,,,,,,,,,,,,,
17.6,33.8,0.6726,,,,,,,,,,,,,,
17.5,33.7,0.6691,,,,,,,,,,,,,,
17.2,33.9,0.6591,,,,,,,,,,,,,,
16.8,32.1,0.6073,,,,,,,,,,,,,,
16.0,34.1,0.6155,,,,,,,,,,,,,,
14.8,37.5,0.6259,,,,,,,,,,,,,,
14.4,39.2,0.6407,,,,,,,,,,,,,,
14.1,43.0,0.6883,,,,,,,,,,,,,,
13.4,48.4,0.7397,,,,,,,,,,,,,,
12.7,51.2,0.7505,,,,,,,,,,,,,,
9.9,71.4,0.8736,,,,,,,,,,,,,,
10.2,71.6,0.8893,,,,,,,,,,,,,,
10.6,61.3,0.7856,,,,,,,,,,,,,,
11.1,55.6,0.7344,,,,,,,,,,,,,,
11.5,50.4,0.6815,,,,,,,,,,,,,,
11.3,49.5,0.6615,,,,,,,,,,,,,,
10.8,50.9,0.6570,,,,,,,,,,,,,,
10.9,50.1,0.6519,,,,,,,,,,,,,,
10.8,49.7,0.6429,,,,,,,,,,,,,,
10.7,50.4,0.6467,,,,,,,,,,,,,,
10.9,50.0,0.6531,,,,,,,,,,,,,,
12.1,46.5,0.6530,,,,,,,,,,,,,,
12.4,44.1,0.6324,,,,,,,,,,,,,,
13.0,40.1,0.5989,,,,,,,,,,,,,,
13.4,36.3,0.5556,,,,,,,,,,,,,,
13.1,38.5,0.5776,,,,,,,,,,,,,,
11.5,46.4,0.6302,,,,,,,,,,,,,,
13.1,40.4,0.6060,,,,,,,,,,,,,,
13.0,39.3,0.5877,,,,,,,,,,,,,,
11.3,50.9,0.6790,,,,,,,,,,,,,,
10.6,53.4,0.6818,,,,,,,,,,,,,,
9.5,57.9,0.6877,,,,,,,,,,,,,,
8.6,60.5,0.6788,,,,,,,,,,,,,,
8.5,59.7,0.6649,,,,,,,,,,,,,,
7.9,61.4,0.6582,,,,,,,,,,,,,,
7.1,63.6,0.6442,,,,,,,,,,,,,,
7.2,62.2,0.6362,,,,,,,,,,,,,,
5.6,67.9,0.6247,,,,,,,,,,,,,,
5.1,68.7,0.6077,,,,,,,,,,,,,,
4.4,71.4,0.6024,,,,,,,,,,,,,,
4.1,73.1,0.6074,,,,,,,,,,,,,,
3.2,76.8,0.5963,,,,,,,,,,,,,,
3.7,76.2,0.6137,,,,,,,,,,,,,,
4.9,70.7,0.6193,,,,,,,,,,,,,,
7.1,62.0,0.6265,,,,,,,,,,,,,,
8.1,59.1,0.6397,,,,,,,,,,,,,,
11.1,48.8,0.6430,,,,,,,,,,,,,,
11.3,46.5,0.6194,,,,,,,,,,,,,,
12.5,42.3,0.6104,,,,,,,,,,,,,,
12.5,42.8,0.6177,,,,,,,,,,,,,,
12.6,42.4,0.6159,,,,,,,,,,,,,,
13.8,40.7,0.6405,,,,,,,,,,,,,,
11.0,58.8,0.7705,,,,,,,,,,,,,,
8.3,76.5,0.8426,,,,,,,,,,,,,,
8.6,75.5,0.8469,,,,,,,,,,,,,,
8.8,76.6,0.8678,,,,,,,,,,,,,,
8.0,81.0,0.8714,,,,,,,,,,,,,,
7.3,85.7,0.8818,,,,,,,,,,,,,,
6.5,85.6,0.8353,,,,,,,,,,,,,,
6.5,83.5,0.8116,,,,,,,,,,,,,,
6.9,82.3,0.8244,,,,,,,,,,,,,,
7.3,78.1,0.8041,,,,,,,,,,,,,,
7.9,68.0,0.7265,,,,,,,,,,,,,,
8.0,64.5,0.6950,,,,,,,,,,,,,,
8.1,68.6,0.7409,,,,,,,,,,,,,,
6.3,84.8,0.8148,,,,,,,,,,,,,,
6.7,79.8,0.7872,,,,,,,,,,,,,,
7.1,77.9,0.7914,,,,,,,,,,,,,,
7.9,73.5,0.7883,,,,,,,,,,,,,,
6.9,86.0,0.8632,,,,,,,,,,,,,,
6.8,87.1,0.8652,,,,,,,,,,,,,,
8.0,81.6,0.8755,,,,,,,,,,,,,,
9.5,70.0,0.8296,,,,,,,,,,,,,,
10.5,62.2,0.7923,,,,,,,,,,,,,,
11.4,59.1,0.7963,,,,,,,,,,,,,,
11.1,58.6,0.7737,,,,,,,,,,,,,,
10.8,57.6,0.7473,,,,,,,,,,,,,,
10.6,56.9,0.7281,,,,,,,,,,,,,,
10.6,59.3,0.7588,,,,,,,,,,,,,,
10.0,71.5,0.8768,,,,,,,,,,,,,,
10.3,71.1,0.8878,,,,,,,,,,,,,,
10.5,70.3,0.8930,,,,,,,,,,,,,,
10.2,71.3,0.8859,,,,,,,,,,,,,,
9.7,73.1,0.8787,,,,,,,,,,,,,,
9.3,73.5,0.8651,,,,,,,,,,,,,,
9.2,73.9,0.8616,,,,,,,,,,,,,,
8.1,78.1,0.8452,,,,,,,,,,,,,,
7.6,81.2,0.8483,,,,,,,,,,,,,,
7.5,81.5,0.8495,,,,,,,,,,,,,,
8.3,77.2,0.8464,,,,,,,,,,,,,,
8.9,75.6,0.8667,,,,,,,,,,,,,,
9.2,81.7,0.9506,,,,,,,,,,,,,,
9.9,83.4,1.0194,,,,,,,,,,,,,,
10.2,82.3,1.0253,,,,,,,,,,,,,,
11.2,80.7,1.0688,,,,,,,,,,,,,,
11.8,76.1,1.0516,,,,,,,,,,,,,,
12.5,71.3,1.0285,,,,,,,,,,,,,,
13.2,68.4,1.0346,,,,,,,,,,,,,,
12.5,73.2,1.0563,,,,,,,,,,,,,,
12.2,75.7,1.0693,,,,,,,,,,,,,,
11.5,78.1,1.0565,,,,,,,,,,,,,,
11.6,76.0,1.0354,,,,,,,,,,,,,,
12.0,73.3,1.0264,,,,,,,,,,,,,,
12.9,68.8,1.0175,,,,,,,,,,,,,,
13.1,69.6,1.0464,,,,,,,,,,,,,,
12.3,73.4,1.0490,,,,,,,,,,,,,,
12.7,71.0,1.0387,,,,,,,,,,,,,,
12.9,69.9,1.0371,,,,,,,,,,,,,,
12.9,70.5,1.0442,,,,,,,,,,,,,,
13.1,67.7,1.0198,,,,,,,,,,,,,,
13.1,67.6,1.0127,,,,,,,,,,,,,,
13.8,64.0,1.0042,,,,,,,,,,,,,,
13.7,64.4,1.0036,,,,,,,,,,,,,,
13.9,63.8,1.0079,,,,,,,,,,,,,,
14.1,64.5,1.0287,,,,,,,,,,,,,,
14.0,66.1,1.0488,,,,,,,,,,,,,,
14.2,66.4,1.0673,,,,,,,,,,,,,,
14.9,62.5,1.0529,,,,,,,,,,,,,,
16.3,58.4,1.0729,,,,,,,,,,,,,,
16.9,56.5,1.0801,,,,,,,,,,,,,,
17.4,55.8,1.0980,,,,,,,,,,,,,,
17.4,57.3,1.1328,,,,,,,,,,,,,,
17.7,55.5,1.1127,,,,,,,,,,,,,,
16.8,58.9,1.1199,,,,,,,,,,,,,,
17.0,57.5,1.1071,,,,,,,,,,,,,,
16.2,60.2,1.1003,,,,,,,,,,,,,,
16.7,58.0,1.0916,,,,,,,,,,,,,,
16.5,58.8,1.0921,,,,,,,,,,,,,,
15.8,61.1,1.0856,,,,,,,,,,,,,,
15.7,60.8,1.0769,,,,,,,,,,,,,,
15.9,59.6,1.0673,,,,,,,,,,,,,,
15.6,60.0,1.0594,,,,,,,,,,,,,,
15.6,60.1,1.0557,,,,,,,,,,,,,,
15.7,59.5,1.0534,,,,,,,,,,,,,,
15.7,60.1,1.0640,,,,,,,,,,,,,,
15.6,61.7,1.0847,,,,,,,,,,,,,,
15.8,59.9,1.0693,,,,,,,,,,,,,,
15.2,61.8,1.0602,,,,,,,,,,,,,,
16.1,55.4,1.0089,,,,,,,,,,,,,,
14.9,64.1,1.0773,,,,,,,,,,,,,,
15.6,62.0,1.0904,,,,,,,,,,,,,,
17.9,54.6,1.1100,,,,,,,,,,,,,,
21.1,44.5,1.0964,,,,,,,,,,,,,,
20.3,46.7,1.0971,,,,,,,,,,,,,,
21.5,42.7,1.0837,,,,,,,,,,,,,,
21.5,43.1,1.0919,,,,,,,,,,,,,,
21.5,43.4,1.0965,,,,,,,,,,,,,,
20.8,45.5,1.1054,,,,,,,,,,,,,,
19.2,49.6,1.0893,,,,,,,,,,,,,,
18.3,51.6,1.0732,,,,,,,,,,,,,,
17.7,51.5,1.0357,,,,,,,,,,,,,,
17.2,51.5,1.0015,,,,,,,,,,,,,,
15.9,54.9,0.9853,,,,,,,,,,,,,,
14.0,55.2,0.8807,,,,,,,,,,,,,,
13.3,53.0,0.8044,,,,,,,,,,,,,,
11.9,55.5,0.7711,,,,,,,,,,,,,,
11.4,54.6,0.7363,,,,,,,,,,,,,,
10.4,53.7,0.6749,,,,,,,,,,,,,,
9.9,54.3,0.6609,,,,,,,,,,,,,,
9.8,51.3,0.6225,,,,,,,,,,,,,,
9.5,52.2,0.6198,,,,,,,,,,,,,,
10.0,45.7,0.5598,,,,,,,,,,,,,,
10.2,41.9,0.5209,,,,,,,,,,,,,,
10.6,36.1,0.4624,,,,,,,,,,,,,,
10.7,36.0,0.4623,,,,,,,,,,,,,,
10.8,35.4,0.4583,,,,,,,,,,,,,,
11.4,32.9,0.4435,,,,,,,,,,,,,,
12.4,32.0,0.4583,,,,,,,,,,,,,,
12.4,31.3,0.4500,,,,,,,,,,,,,,
12.2,31.8,0.4514,,,,,,,,,,,,,,
10.5,37.9,0.4821,,,,,,,,,,,,,,
9.6,44.2,0.5289,,,,,,,,,,,,,,
8.2,57.9,0.6293,,,,,,,,,,,,,,
7.3,63.5,0.6519,,,,,,,,,,,,,,
8.4,55.7,0.6155,,,,,,,,,,,,,,
9.1,49.6,0.5765,,,,,,,,,,,,,,
10.0,41.4,0.5102,,,,,,,,,,,,,,
10.4,36.2,0.4561,,,,,,,,,,,,,,
11.3,32.3,0.4329,,,,,,,,,,,,,,
10.9,33.5,0.4378,,,,,,,,,,,,,,
10.6,34.9,0.4455,,,,,,,,,,,,,,
10.7,36.1,0.4639,,,,,,,,,,,,,,
11.0,37.3,0.4880,,,,,,,,,,,,,,
10.7,39.2,0.5045,,,,,,,,,,,,,,
10.4,38.6,0.4862,,,,,,,,,,,,,,
10.4,37.4,0.4717,,,,,,,,,,,,,,
10.5,37.0,0.4707,,,,,,,,,,,,,,
10.7,37.9,0.4870,,,,,,,,,,,,,,
11.1,38.1,0.5023,,,,,,,,,,,,,,
12.6,36.6,0.5314,,,,,,,,,,,,,,
13.8,36.2,0.5690,,,,,,,,,,,,,,
13.4,37.1,0.5683,,,,,,,,,,,,,,
13.5,34.9,0.5393,,,,,,,,,,,,,,
13.7,32.2,0.5032,,,,,,,,,,,,,,
13.6,32.1,0.4977,,,,,,,,,,,,,,
13.5,31.8,0.4876,,,,,,,,,,,,,,
13.5,27.9,0.4287,,,,,,,,,,,,,,
12.7,28.9,0.4233,,,,,,,,,,,,,,
12.6,30.2,0.4384,,,,,,,,,,,,,,
12.3,32.0,0.4553,,,,,,,,,,,,,,
12.0,34.3,0.4787,,,,,,,,,,,,,,
11.6,37.3,0.5095,,,,,,,,,,,,,,
11.3,40.3,0.5406,,,,,,,,,,,,,,
11.3,41.8,0.5610,,,,,,,,,,,,,,
11.2,42.0,0.5582,,,,,,,,,,,,,,
11.0,42.6,0.5595,,,,,,,,,,,,,,
11.2,41.3,0.5498,,,,,,,,,,,,,,
11.1,40.8,0.5395,,,,,,,,,,,,,,
10.7,41.8,0.5360,,,,,,,,,,,,,,
10.2,43.6,0.5405,,,,,,,,,,,,,,
10.1,44.0,0.5434,,,,,,,,,,,,,,
10.1,45.6,0.5632,,,,,,,,,,,,,,
11.3,43.9,0.5867,,,,,,,,,,,,,,
14.5,33.8,0.5541,,,,,,,,,,,,,,
17.5,26.4,0.5228,,,,,,,,,,,,,,
17.2,22.4,0.4354,,,,,,,,,,,,,,
17.3,20.4,0.4011,,,,,,,,,,,,,,
18.1,21.0,0.4321,,,,,,,,,,,,,,
17.9,22.3,0.4537,,,,,,,,,,,,,,
17.6,23.7,0.4730,,,,,,,,,,,,,,
16.7,25.9,0.4886,,,,,,,,,,,,,,
14.8,29.6,0.4965,,,,,,,,,,,,,,
13.6,34.0,0.5251,,,,,,,,,,,,,,
13.4,40.4,0.6178,,,,,,,,,,,,,,
11.8,44.3,0.6121,,,,,,,,,,,,,,
10.7,47.5,0.6108,,,,,,,,,,,,,,
10.2,49.4,0.6138,,,,,,,,,,,,,,
9.5,51.0,0.6045,,,,,,,,,,,,,,
7.7,57.9,0.6107,,,,,,,,,,,,,,
8.4,54.5,0.6022,,,,,,,,,,,,,,
7.9,55.4,0.5930,,,,,,,,,,,,,,
6.2,61.0,0.5824,,,,,,,,,,,,,,
6.8,58.6,0.5813,,,,,,,,,,,,,,
5.7,62.7,0.5801,,,,,,,,,,,,,,
5.9,62.0,0.5811,,,,,,,,,,,,,,
6.3,61.7,0.5926,,,,,,,,,,,,,,
7.5,58.8,0.6117,,,,,,,,,,,,,,
11.4,45.4,0.6113,,,,,,,,,,,,,,
14.1,39.2,0.6278,,,,,,,,,,,,,,
13.3,42.3,0.6448,,,,,,,,,,,,,,
14.7,38.9,0.6462,,,,,,,,,,,,,,
16.5,32.9,0.6127,,,,,,,,,,,,,,
17.4,32.7,0.6422,,,,,,,,,,,,,,
17.3,33.9,0.6627,,,,,,,,,,,,,,
16.0,41.5,0.7483,,,,,,,,,,,,,,
13.7,52.8,0.8244,,,,,,,,,,,,,,
13.0,55.1,0.8240,,,,,,,,,,,,,,
12.4,56.8,0.8141,,,,,,,,,,,,,,
10.7,62.1,0.7972,,,,,,,,,,,,,,
10.5,61.1,0.7755,,,,,,,,,,,,,,
9.7,62.5,0.7509,,,,,,,,,,,,,,
8.8,65.5,0.7435,,,,,,,,,,,,,,
8.8,63.8,0.7236,,,,,,,,,,,,,,
8.5,65.0,0.7221,,,,,,,,,,,,,,
7.5,69.3,0.7201,,,,,,,,,,,,,,
6.4,74.0,0.7134,,,,,,,,,,,,,,
5.9,76.6,0.7179,,,,,,,,,,,,,,
6.1,76.7,0.7271,,,,,,,,,,,,,,
6.8,74.5,0.7415,,,,,,,,,,,,,,
7.7,72.5,0.7666,,,,,,,,,,,,,,
8.9,67.4,0.7714,,,,,,,,,,,,,,
11.4,58.3,0.7868,,,,,,,,,,,,,,
13.4,52.8,0.8086,,,,,,,,,,,,,,
15.8,50.1,0.8920,,,,,,,,,,,,,,
18.3,50.0,1.0431,,,,,,,,,,,,,,
18.8,49.2,1.0548,,,,,,,,,,,,,,
18.4,49.6,1.0391,,,,,,,,,,,,,,
18.3,51.0,1.0586,,,,,,,,,,,,,,
17.6,53.1,1.0596,,,,,,,,,,,,,,
17.3,53.6,1.0472,,,,,,,,,,,,,,
16.8,55.2,1.0480,,,,,,,,,,,,,,
16.6,56.5,1.0551,,,,,,,,,,,,,,
16.3,58.1,1.0648,,,,,,,,,,,,,,
15.9,59.0,1.0590,,,,,,,,,,,,,,
15.9,59.4,1.0628,,,,,,,,,,,,,,
15.7,60.9,1.0774,,,,,,,,,,,,,,
16.1,59.5,1.0811,,,,,,,,,,,,,,
15.5,63.8,1.1119,,,,,,,,,,,,,,
14.9,65.3,1.1018,,,,,,,,,,,,,,
14.7,64.4,1.0704,,,,,,,,,,,,,,
14.7,59.8,0.9968,,,,,,,,,,,,,,
15.4,55.9,0.9722,,,,,,,,,,,,,,
14.5,63.0,1.0319,,,,,,,,,,,,,,
14.7,63.1,1.0513,,,,,,,,,,,,,,
15.2,62.2,1.0641,,,,,,,,,,,,,,
16.1,59.2,1.0736,,,,,,,,,,,,,,
17.0,55.9,1.0741,,,,,,,,,,,,,,
17.6,52.2,1.0396,,,,,,,,,,,,,,
17.3,55.4,1.0836,,,,,,,,,,,,,,
17.8,53.5,1.0833,,,,,,,,,,,,,,
18.3,52.3,1.0922,,,,,,,,,,,,,,
18.3,52.8,1.1016,,,,,,,,,,,,,,
17.7,56.6,1.1330,,,,,,,,,,,,,,
17.3,58.2,1.1435,,,,,,,,,,,,,,
16.2,62.6,1.1455,,,,,,,,,,,,,,
15.2,57.5,0.9829,,,,,,,,,,,,,,
14.2,27.7,0.4451,,,,,,,,,,,,,,
13.4,14.3,0.2185,,,,,,,,,,,,,,
12.8,14.8,0.2180,,,,,,,,,,,,,,
12.2,14.0,0.1988,,,,,,,,,,,,,,
12.0,14.5,0.2029,,,,,,,,,,,,,,
10.8,17.0,0.2193,,,,,,,,,,,,,,
10.4,19.2,0.2420,,,,,,,,,,,,,,
9.7,22.5,0.2698,,,,,,,,,,,,,,
9.0,23.1,0.2648,,,,,,,,,,,,,,
8.7,24.7,0.2785,,,,,,,,,,,,,,
6.9,39.4,0.3948,,,,,,,,,,,,,,
6.3,44.8,0.4310,,,,,,,,,,,,,,
7.2,43.2,0.4417,,,,,,,,,,,,,,
11.9,27.9,0.3882,,,,,,,,,,,,,,
14.8,17.9,0.2977,,,,,,,,,,,,,,
14.8,14.3,0.2397,,,,,,,,,,,,,,
14.7,15.5,0.2586,,,,,,,,,,,,,,
14.7,16.6,0.2756,,,,,,,,,,,,,,
14.8,15.6,0.2615,,,,,,,,,,,,,,
15.3,14.3,0.2462,,,,,,,,,,,,,,
13.5,19.5,0.3003,,,,,,,,,,,,,,
11.1,31.8,0.4187,,,,,,,,,,,,,,
10.2,33.4,0.4143,,,,,,,,,,,,,,
9.5,35.9,0.4273,,,,,,,,,,,,,,
8.0,39.8,0.4286,,,,,,,,,,,,,,
6.6,44.1,0.4333,,,,,,,,,,,,,,
6.1,45.2,0.4295,,,,,,,,,,,,,,
5.2,50.8,0.4520,,,,,,,,,,,,,,
4.9,53.0,0.4629,,,,,,,,,,,,,,
5.3,48.7,0.4364,,,,,,,,,,,,,,
4.2,53.6,0.4454,,,,,,,,,,,,,,
3.1,56.3,0.4368,,,,,,,,,,,,,,
4.1,52.2,0.4338,,,,,,,,,,,,,,
3.5,55.9,0.4431,,,,,,,,,,,,,,
1.8,61.7,0.4376,,,,,,,,,,,,,,
1.3,65.3,0.4457,,,,,,,,,,,,,,
3.2,57.0,0.4434,,,,,,,,,,,,,,
7.2,42.8,0.4356,,,,,,,,,,,,,,
10.3,34.2,0.4291,,,,,,,,,,,,,,
10.9,33.8,0.4393,,,,,,,,,,,,,,
12.2,30.0,0.4245,,,,,,,,,,,,,,
13.3,24.3,0.3686,,,,,,,,,,,,,,
15.2,18.7,0.3214,,,,,,,,,,,,,,
14.9,21.7,0.3646,,,,,,,,,,,,,,
13.1,25.4,0.3814,,,,,,,,,,,,,,
11.7,32.7,0.4472,,,,,,,,,,,,,,
10.1,34.4,0.4249,,,,,,,,,,,,,,
9.8,36.0,0.4364,,,,,,,,,,,,,,
7.1,43.2,0.4360,,,,,,,,,,,,,,
5.9,47.8,0.4459,,,,,,,,,,,,,,
5.3,50.5,0.4530,,,,,,,,,,,,,,
5.6,48.0,0.4412,,,,,,,,,,,,,,
3.9,55.9,0.4568,,,,,,,,,,,,,,
3.3,58.0,0.4551,,,,,,,,,,,,,,
3.7,56.3,0.4544,,,,,,,,,,,,,,
4.2,54.8,0.4571,,,,,,,,,,,,,,
2.6,60.8,0.4544,,,,,,,,,,,,,,
3.7,57.9,0.4651,,,,,,,,,,,,,,
4.5,54.8,0.4660,,,,,,,,,,,,,,
4.9,55.8,0.4882,,,,,,,,,,,,,,
5.4,55.1,0.4970,,,,,,,,,,,,,,
6.2,51.8,0.4952,,,,,,,,,,,,,,
6.8,49.8,0.4959,,,,,,,,,,,,,,
7.3,50.6,0.5184,,,,,,,,,,,,,,
7.8,49.0,0.5191,,,,,,,,,,,,,,
8.0,49.2,0.5282,,,,,,,,,,,,,,
8.3,49.3,0.5414,,,,,,,,,,,,,,
8.5,49.6,0.5517,,,,,,,,,,,,,,
8.5,52.6,0.5856,,,,,,,,,,,,,,
8.9,53.4,0.6117,,,,,,,,,,,,,,
9.1,53.8,0.6216,,,,,,,,,,,,,,
8.9,54.2,0.6183,,,,,,,,,,,,,,
8.5,54.2,0.6054,,,,,,,,,,,,,,
8.5,57.8,0.6432,,,,,,,,,,,,,,
7.7,71.1,0.7503,,,,,,,,,,,,,,
7.9,72.5,0.7766,,,,,,,,,,,,,,
8.0,75.3,0.8079,,,,,,,,,,,,,,
8.0,76.2,0.8217,,,,,,,,,,,,,,
7.8,81.3,0.8631,,,,,,,,,,,,,,
7.9,81.8,0.8759,,,,,,,,,,,,,,
8.2,81.4,0.8880,,,,,,,,,,,,,,
8.5,81.1,0.8989,,,,,,,,,,,,,,
8.9,79.3,0.9088,,,,,,,,,,,,,,
9.5,77.9,0.9278,,,,,,,,,,,,,,
9.9,77.6,0.9488,,,,,,,,,,,,,,
10.7,76.2,0.9798,,,,,,,,,,,,,,
11.8,72.2,0.9948,,,,,,,,,,,,,,
13.3,66.9,1.0163,,,,,,,,,,,,,,
13.8,67.0,1.0513,,,,,,,,,,,,,,
13.9,67.6,1.0666,,,,,,,,,,,,,,
14.2,66.8,1.0730,,,,,,,,,,,,,,
14.2,67.8,1.0879,,,,,,,,,,,,,,
13.6,71.0,1.1018,,,,,,,,,,,,,,
13.2,72.6,1.0936,,,,,,,,,,,,,,
12.4,74.7,1.0741,,,,,,,,,,,,,,
11.5,76.2,1.0324,,,,,,,,,,,,,,
10.4,79.3,0.9993,,,,,,,,,,,,,,
10.0,82.5,1.0150,,,,,,,,,,,,,,
10.0,82.6,1.0163,,,,,,,,,,,,,,
10.1,83.5,1.0296,,,,,,,,,,,,,,
10.0,83.6,1.0235,,,,,,,,,,,,,,
10.4,80.8,1.0191,,,,,,,,,,,,,,
10.6,80.3,1.0252,,,,,,,,,,,,,,
10.6,78.8,1.0080,,,,,,,,,,,,,,
10.5,77.8,0.9839,,,,,,,,,,,,,,
9.8,79.2,0.9567,,,,,,,,,,,,,,
9.5,80.3,0.9532,,,,,,,,,,,,,,
9.8,80.5,0.9724,,,,,,,,,,,,,,
10.3,80.3,1.0020,,,,,,,,,,,,,,
